檢核,說明,林管處,工作站,"樣區
編號","樣點
代號","樣區
名稱","樣區樣點
編號","TWD97_X
","TWD97_Y
",經度,緯度,,
檢核ok,,東勢,鞍馬山,鞍馬山7,3,船形山苗圃,鞍馬山7-03,250499,2684336,121.004915,24.264678,,2504992684336
檢核ok,,東勢,鞍馬山,鞍馬山7,4,船形山苗圃,鞍馬山7-04,250630,2684066,121.006205,24.26224,,2506302684066
檢核ok,,東勢,鞍馬山,鞍馬山7,5,船形山苗圃,鞍馬山7-05,250905,2683884,121.008913,24.260597,,2509052683884
檢核ok,,東勢,鞍馬山,鞍馬山7,6,船形山苗圃,鞍馬山7-06,250891,2683511,121.008775,24.257229,,2508912683511
檢核ok,,屏東,潮州,潮州1,1,大津瀑布(慈津保宮),潮州1-01,213142,2527744,120.64085,22.850233,,2131422527744
檢核ok,,屏東,潮州,潮州1,2,大津瀑布(慈津保宮),潮州1-02,213088,2528257,120.640311,22.854865,,2130882528257
檢核ok,,屏東,潮州,潮州1,3,大津瀑布(慈津保宮),潮州1-03,213441,2528883,120.643736,22.860526,,2134412528883
檢核ok,,屏東,潮州,潮州1,4,大津瀑布(慈津保宮),潮州1-04,213258,2528899,120.641952,22.860666,,2132582528899
檢核ok,,屏東,潮州,潮州1,5,大津瀑布(慈津保宮),潮州1-05,213548,2529699,120.64476,22.867897,,2135482529699
檢核ok,,屏東,潮州,潮州1,6,大津瀑布(慈津保宮),潮州1-06,213610,2530952,120.645335,22.879214,,2136102530952
檢核ok,,屏東,潮州,潮州2,1,觀望山,潮州2-01,219544,2518154,120.703418,22.763756,,2195442518154
檢核ok,,屏東,潮州,潮州2,2,觀望山,潮州2-02,219264,2518365,120.700688,22.765656,,2192642518365
檢核ok,,屏東,潮州,潮州2,3,觀望山,潮州2-03,219050,2518155,120.698608,22.763756,,2190502518155
檢核ok,,屏東,潮州,潮州2,4,觀望山,潮州2-04,219004,2518362,120.698156,22.765624,,2190042518362
檢核ok,,屏東,潮州,潮州2,5,觀望山,潮州2-05,218846,2518610,120.696612,22.767861,,2188462518610
檢核ok,,屏東,潮州,潮州2,6,觀望山,潮州2-06,218579,2518810,120.694008,22.769662,,2185792518810
檢核ok,,屏東,潮州,潮州3,1,沙溪林道,潮州3-01,216476,2524440,120.673407,22.820465,,2164762524440
檢核ok,,屏東,潮州,潮州3,2,沙溪林道,潮州3-02,216716,2524381,120.675747,22.819937,,2167162524381
檢核ok,,屏東,潮州,潮州3,3,沙溪林道,潮州3-03,216786,2524064,120.676435,22.817076,,2167862524064
檢核ok,,屏東,潮州,潮州3,4,沙溪林道,潮州3-04,216975,2524183,120.678274,22.818154,,2169752524183
檢核ok,,屏東,潮州,潮州3,5,沙溪林道,潮州3-05,216761,2524825,120.676176,22.823948,,2167612524825
檢核ok,,屏東,潮州,潮州3,6,沙溪林道,潮州3-06,217248,2525001,120.680916,22.825547,,2172482525001
檢核ok,,屏東,潮州,潮州3,7,沙溪林道,潮州3-07,217352,2525421,120.681921,22.829342,,2173522525421
檢核ok,,屏東,潮州,潮州4,1,三地門園區,潮州4-01,215277,2511711,120.66201,22.705487,,2152772511711
檢核ok,,屏東,潮州,潮州4,2,三地門園區,潮州4-02,215821,2511758,120.667304,22.705923,,2158212511758
檢核ok,,屏東,潮州,潮州4,3,三地門園區,潮州4-03,216087,2511617,120.669896,22.704655,,2160872511617
檢核ok,,屏東,潮州,潮州4,4,三地門園區,潮州4-04,216812,2511296,120.67696,22.70177,,2168122511296
檢核ok,,屏東,潮州,潮州4,5,三地門園區,潮州4-05,217219,2511011,120.680927,22.699204,,2172192511011
檢核ok,,屏東,潮州,潮州4,6,三地門園區,潮州4-06,217488,2510950,120.683547,22.698659,,2174882510950
@,樣點與B39-01的樣點有些重疊，詳細說明請看<檢核結果及回復綜合整理>,屏東,潮州,潮州5,1,霧台阿禮,潮州5-01,225131,2513772,120.757894,22.724274,,2251312513772
@,樣點與B39-01的樣點有些重疊，詳細說明請看<檢核結果及回復綜合整理>,屏東,潮州,潮州5,2,霧台阿禮,潮州5-02,224996,2513945,120.756577,22.725834,,2249962513945
@,樣點與B39-01的樣點有些重疊，詳細說明請看<檢核結果及回復綜合整理>,屏東,潮州,潮州5,3,霧台阿禮,潮州5-03,225488,2513511,120.761374,22.721922,,2254882513511
@,樣點與B39-01的樣點有些重疊，詳細說明請看<檢核結果及回復綜合整理>,屏東,潮州,潮州5,4,霧台阿禮,潮州5-04,225530,2513136,120.761788,22.718536,,2255302513136
@,樣點與B39-01的樣點有些重疊，詳細說明請看<檢核結果及回復綜合整理>,屏東,潮州,潮州5,5,霧台阿禮,潮州5-05,225785,2512940,120.764274,22.71677,,2257852512940
@,樣點與B39-01的樣點有些重疊，詳細說明請看<檢核結果及回復綜合整理>,屏東,潮州,潮州5,6,霧台阿禮,潮州5-06,225833,2512751,120.764744,22.715064,,2258332512751
@,雖然距離皆符合200m之標準，但僅樣點2、6、8位在道路上，建議其餘樣點為移到道路上，希望是容易到達且安全的位置。(最好路邊停車後就可監測的那種地方，不用再向上向下爬坡),屏東,潮州,潮州6,1,往佳暮,潮州6-01,220165,2518781,120.709454,22.769429,,2201652518781
@,雖然距離皆符合200m之標準，但僅樣點2、6、8位在道路上，建議其餘樣點為移到道路上，希望是容易到達且安全的位置。(最好路邊停車後就可監測的那種地方，不用再向上向下爬坡),屏東,潮州,潮州6,2,往佳暮,潮州6-02,220364,2518781,120.711392,22.769433,,2203642518781
@,雖然距離皆符合200m之標準，但僅樣點2、6、8位在道路上，建議其餘樣點為移到道路上，希望是容易到達且安全的位置。(最好路邊停車後就可監測的那種地方，不用再向上向下爬坡),屏東,潮州,潮州6,3,往佳暮,潮州6-03,220151,2518586,120.709321,22.767668,,2201512518586
@,雖然距離皆符合200m之標準，但僅樣點2、6、8位在道路上，建議其餘樣點為移到道路上，希望是容易到達且安全的位置。(最好路邊停車後就可監測的那種地方，不用再向上向下爬坡),屏東,潮州,潮州6,4,往佳暮,潮州6-04,220165,2518380,120.709461,22.765808,,2201652518380
@,雖然距離皆符合200m之標準，但僅樣點2、6、8位在道路上，建議其餘樣點為移到道路上，希望是容易到達且安全的位置。(最好路邊停車後就可監測的那種地方，不用再向上向下爬坡),屏東,潮州,潮州6,5,往佳暮,潮州6-05,220364,2518347,120.7114,22.765513,,2203642518347
@,雖然距離皆符合200m之標準，但僅樣點2、6、8位在道路上，建議其餘樣點為移到道路上，希望是容易到達且安全的位置。(最好路邊停車後就可監測的那種地方，不用再向上向下爬坡),屏東,潮州,潮州6,6,往佳暮,潮州6-06,220563,2518802,120.713329,22.769626,,2205632518802
@,雖然距離皆符合200m之標準，但僅樣點2、6、8位在道路上，建議其餘樣點為移到道路上，希望是容易到達且安全的位置。(最好路邊停車後就可監測的那種地方，不用再向上向下爬坡),屏東,潮州,潮州6,7,往佳暮,潮州6-07,220582,2518561,120.713519,22.76745,,2205822518561
@,雖然距離皆符合200m之標準，但僅樣點2、6、8位在道路上，建議其餘樣點為移到道路上，希望是容易到達且安全的位置。(最好路邊停車後就可監測的那種地方，不用再向上向下爬坡),屏東,潮州,潮州6,8,往佳暮,潮州6-08,220364,2518580,120.711395,22.767618,,2203642518580
@,雖然距離皆符合200m之標準，但僅樣點2、6、8位在道路上，建議其餘樣點為移到道路上，希望是容易到達且安全的位置。(最好路邊停車後就可監測的那種地方，不用再向上向下爬坡),屏東,潮州,潮州6,9,往佳暮,潮州6-09,220632,2518339,120.71401,22.765446,,2206322518339
檢核ok,,屏東,潮州,潮州7,1,來義林道,潮州7-01,216095,2489762,120.670444,22.507282,,2160952489762
檢核ok,,屏東,潮州,潮州7,2,來義林道,潮州7-02,216079,2490271,120.670278,22.511878,,2160792490271
檢核ok,,屏東,潮州,潮州7,3,來義林道,潮州7-03,216331,2490542,120.672722,22.514331,,2163312490542
檢核ok,,屏東,潮州,潮州7,4,來義林道,潮州7-04,216349,2490860,120.67289,22.517203,,2163492490860
檢核ok,,屏東,潮州,潮州7,5,來義林道,潮州7-05,217232,2491364,120.681463,22.521772,,2172322491364
檢核ok,,屏東,潮州,潮州7,6,來義林道,潮州7-06,217246,2490563,120.681615,22.514538,,2172462490563
檢核ok,,屏東,潮州,潮州7,7,來義林道,潮州7-07,217852,2491028,120.687497,22.518749,,2178522491028
檢核ok,,屏東,潮州,潮州7,8,來義林道,潮州7-08,217389,2491909,120.682978,22.526697,,2173892491909
檢核ok,,屏東,潮州,潮州8,1,枋山溪管制站,潮州8-01,221266,2464484,120.721161,22.279083,,2212662464484
檢核ok,,屏東,潮州,潮州8,2,枋山溪管制站,潮州8-02,221655,2464484,120.724936,22.27909,,2216552464484
檢核ok,,屏東,潮州,潮州8,4,枋山溪管制站,潮州8-04,222096,2464226,120.72922,22.276767,,2220962464226
檢核ok,,屏東,潮州,潮州8,5,枋山溪管制站,潮州8-05,222099,2463902,120.729255,22.273841,,2220992463902
檢核ok,,屏東,潮州,潮州8,6,枋山溪管制站,潮州8-06,221934,2463714,120.727657,22.27214,,2219342463714
檢核ok,,屏東,潮州,潮州8,7,枋山溪管制站,潮州8-07,222033,2463461,120.728622,22.269857,,2220332463461
檢核ok,,屏東,潮州,潮州8,8,枋山溪管制站,潮州8-08,223081,2463930,120.738784,22.274109,,2230812463930
檢核ok,,屏東,潮州,潮州9,1,往潮39保留地,潮州9-01,225577,2457157,120.763107,22.212976,,2255772457157
檢核ok,,屏東,潮州,潮州9,2,往潮39保留地,潮州9-02,225162,2457079,120.759083,22.212265,,2251622457079
檢核ok,,屏東,潮州,潮州9,3,往潮39保留地,潮州9-03,224948,2457252,120.757004,22.213825,,2249482457252
檢核ok,,屏東,潮州,潮州9,4,往潮39保留地,潮州9-04,224985,2457439,120.75736,22.215514,,2249852457439
檢核ok,,屏東,潮州,潮州9,5,往潮39保留地,潮州9-05,224925,2458021,120.756769,22.22077,,2249252458021
檢核ok,,屏東,潮州,潮州9,6,往潮39保留地,潮州9-06,224713,2458434,120.754706,22.224497,,2247132458434
檢核ok,,屏東,潮州,潮州10,1,丹路,潮州10-01,224069,2455630,120.748505,22.199163,,2240692455630
檢核ok,,屏東,潮州,潮州10,2,丹路,潮州10-02,223996,2455438,120.7478,22.197428,,2239962455438
檢核ok,,屏東,潮州,潮州10,3,丹路,潮州10-03,223954,2455205,120.747396,22.195323,,2239542455205
檢核ok,,屏東,潮州,潮州10,4,丹路,潮州10-04,223978,2454988,120.747632,22.193363,,2239782454988
檢核ok,,屏東,潮州,潮州10,5,丹路,潮州10-05,224157,2454934,120.749369,22.192878,,2241572454934
檢核ok,,屏東,潮州,潮州10,6,丹路,潮州10-06,224232,2454780,120.750099,22.191488,,2242322454780
檢核ok,,屏東,潮州,潮州10,7,丹路,潮州10-07,224221,2454538,120.749996,22.189302,,2242212454538
檢核ok,,屏東,潮州,潮州11,1,竹坑,潮州11-01,219938,2451262,120.708521,22.159646,,2199382451262
檢核ok,,屏東,潮州,潮州11,2,竹坑,潮州11-02,220124,2451071,120.710328,22.157924,,2201242451071
檢核ok,,屏東,潮州,潮州11,3,竹坑,潮州11-03,220264,2451197,120.711683,22.159065,,2202642451197
檢核ok,,屏東,潮州,潮州11,4,竹坑,潮州11-04,220471,2451197,120.71369,22.159068,,2204712451197
檢核ok,,屏東,潮州,潮州11,5,竹坑,潮州11-05,220683,2451266,120.715745,22.159695,,2206832451266
檢核ok,,屏東,潮州,潮州11,6,竹坑,潮州11-06,220884,2451394,120.717691,22.160854,,2208842451394
@,檢核ok,屏東,潮州,潮州12,1,壽卡往內文,潮州12-01,230850,2460515,120.814213,22.24337,,2308502460515
@,檢核ok,屏東,潮州,潮州12,2,壽卡往內文,潮州12-02,231331,2460630,120.818878,22.244414,,2313312460630
@,檢核ok,屏東,潮州,潮州12,3,壽卡往內文,潮州12-03,232094,2460444,120.826282,22.242742,,2320942460444
@,檢核ok,屏東,潮州,潮州12,4,壽卡往內文,潮州12-04,232402,2460522,120.82927,22.24345,,2324022460522
@,檢核ok,屏東,潮州,潮州12,5,壽卡往內文,潮州12-05,232724,2460506,120.832394,22.243309,,2327242460506
@,樣點座標不是落在道路上，可能有誤植的現象，導致所在的位置距離樣點4不足200m，建議座標再確認。樣點地圖請看<檢核結果及回復綜合整理>。,屏東,潮州,潮州12,6,壽卡往內文,潮州12-06,232269,2460609,120.827978,22.244234,,2322692460609
檢核ok,,屏東,潮州,潮州13,1,往日真湯山,潮州13-01,219316,2501817,120.701518,22.616213,,2193162501817
檢核ok,,屏東,潮州,潮州13,2,往日真湯山,潮州13-02,219288,2502036,120.701241,22.61819,,2192882502036
檢核ok,,屏東,潮州,潮州13,3,往日真湯山,潮州13-03,219284,2502280,120.701198,22.620394,,2192842502280
檢核ok,,屏東,潮州,潮州13,4,往日真湯山,潮州13-04,219314,2502483,120.701485,22.622227,,2193142502483
檢核ok,,屏東,潮州,潮州13,5,往日真湯山,潮州13-05,219255,2502682,120.700908,22.624024,,2192552502682
檢核ok,,屏東,潮州,潮州13,6,往日真湯山,潮州13-06,219158,2502877,120.69996,22.625783,,2191582502877
檢核ok,,屏東,潮州,潮州13,7,往日真湯山,潮州13-07,218983,2503015,120.698255,22.627026,,2189832503015
檢核ok,,屏東,六龜,六龜9,1,扇平林道,六龜9-01,215112,2539802,120.659774,22.959167,,2151122539802
檢核ok,,屏東,六龜,六龜9,2,扇平林道,六龜9-02,214576,2539932,120.654544,22.96033,,2145762539932
檢核ok,,屏東,六龜,六龜9,3,扇平林道,六龜9-03,214512,2540130,120.653915,22.962117,,2145122540130
檢核ok,,屏東,六龜,六龜9,4,扇平林道,六龜9-04,214508,2540328,120.653872,22.963905,,2145082540328
檢核ok,,屏東,六龜,六龜9,5,扇平林道,六龜9-05,214450,2540587,120.6533,22.966242,,2144502540587
檢核ok,,屏東,六龜,六龜9,6,扇平林道,六龜9-06,214591,2540817,120.65467,22.968322,,2145912540817
檢核ok,,屏東,六龜,六龜7,1,花果山,六龜7-01,217951,2546139,120.687327,23.016451,,2179512546139
檢核ok,,屏東,六龜,六龜7,2,花果山,六龜7-02,217791,2545986,120.68577,23.015066,,2177912545986
檢核ok,,屏東,六龜,六龜7,3,花果山,六龜7-03,217563,2545875,120.683548,23.01406,,2175632545875
檢核ok,,屏東,六龜,六龜7,4,花果山,六龜7-04,217393,2545737,120.681892,23.01281,,2173932545737
檢核ok,,屏東,六龜,六龜7,5,花果山,六龜7-05,217272,2545547,120.680716,23.011092,,2172722545547
檢核ok,,屏東,六龜,六龜7,6,花果山,六龜7-06,217233,2545324,120.68034,23.009077,,2172332545324
檢核ok,,屏東,六龜,六龜1,1,內英山,六龜1-01,212820,2552349,120.63712,23.072424,,2128202552349
檢核ok,,屏東,六龜,六龜1,2,內英山,六龜1-02,212794,2552118,120.636871,23.070337,,2127942552118
檢核ok,,屏東,六龜,六龜1,3,內英山,六龜1-03,212800,2552543,120.63692,23.074175,,2128002552543
檢核ok,,屏東,六龜,六龜1,4,內英山,六龜1-04,212934,2552724,120.638223,23.075813,,2129342552724
檢核ok,,屏東,六龜,六龜1,5,內英山,六龜1-05,213084,2552905,120.639683,23.077451,,2130842552905
檢核ok,,屏東,六龜,六龜1,6,內英山,六龜1-06,213115,2553113,120.63998,23.07933,,2131152553113
檢核ok,,屏東,六龜,六龜4,1,七坑溫泉,六龜4-01,223169,2554819,120.738083,23.094929,,2231692554819
檢核ok,,屏東,六龜,六龜4,2,七坑溫泉,六龜4-02,223150,2554484,120.737903,23.091903,,2231502554484
檢核ok,,屏東,六龜,六龜4,3,七坑溫泉,六龜4-03,223044,2554659,120.736865,23.093482,,2230442554659
檢核ok,,屏東,六龜,六龜4,4,七坑溫泉,六龜4-04,222894,2554800,120.735399,23.094753,,2228942554800
檢核ok,,屏東,六龜,六龜4,5,七坑溫泉,六龜4-05,222706,2554904,120.733561,23.095689,,2227062554904
檢核ok,,屏東,六龜,六龜4,6,七坑溫泉,六龜4-06,222502,2554835,120.731571,23.095062,,2225022554835
檢核ok,,屏東,六龜,六龜11,1,十八羅漢山,六龜11-01,213268,2538911,120.641813,22.951081,,2132682538911
檢核ok,,屏東,六龜,六龜11,2,十八羅漢山,六龜11-02,213245,2538676,120.641594,22.948959,,2132452538676
檢核ok,,屏東,六龜,六龜11,3,十八羅漢山,六龜11-03,213035,2538591,120.639548,22.948186,,2130352538591
檢核ok,,屏東,六龜,六龜11,4,十八羅漢山,六龜11-04,212882,2538394,120.638061,22.946404,,2128822538394
檢核ok,,屏東,六龜,六龜11,5,十八羅漢山,六龜11-05,212607,2538431,120.635379,22.946732,,2126072538431
檢核ok,,屏東,六龜,六龜11,6,十八羅漢山,六龜11-06,212361,2538281,120.632984,22.945372,,2123612538281
檢核ok,,屏東,六龜,六龜2,1,直瀨,六龜2-01,215711,2552397,120.665335,23.07292,,2157112552397
檢核ok,,屏東,六龜,六龜2,2,直瀨,六龜2-02,215613,2552572,120.664374,23.074498,,2156132552572
檢核ok,,屏東,六龜,六龜2,3,直瀨,六龜2-03,215578,2552930,120.664025,23.07773,,2155782552930
檢核ok,,屏東,六龜,六龜2,4,直瀨,六龜2-04,215517,2553168,120.663424,23.079878,,2155172553168
檢核ok,,屏東,六龜,六龜2,5,直瀨,六龜2-05,215470,2553340,120.662961,23.08143,,2154702553340
檢核ok,,屏東,六龜,六龜2,6,直瀨,六龜2-06,215312,2553602,120.661413,23.083793,,2153122553602
檢核ok,,屏東,六龜,六龜5,1,不老溫泉,六龜5-01,218179,2552400,120.689422,23.072996,,2181792552400
檢核ok,,屏東,六龜,六龜5,2,不老溫泉,六龜5-02,218367,2552586,120.691253,23.074679,,2183672552586
檢核ok,,屏東,六龜,六龜5,3,不老溫泉,六龜5-03,218516,2552885,120.692701,23.077382,,2185162552885
檢核ok,,屏東,六龜,六龜5,4,不老溫泉,六龜5-04,218501,2553104,120.692551,23.079359,,2185012553104
檢核ok,,屏東,六龜,六龜5,5,不老溫泉,六龜5-05,218640,2553277,120.693904,23.080924,,2186402553277
檢核ok,,屏東,六龜,六龜5,6,不老溫泉,六龜5-06,218739,2553484,120.694866,23.082796,,2187392553484
檢核ok,,屏東,六龜,六龜10,1,葫蘆谷,六龜10-01,214169,2538172,120.650616,22.944427,,2141692538172
檢核ok,,屏東,六龜,六龜10,2,葫蘆谷,六龜10-02,214200,2537865,120.650925,22.941655,,2142002537865
檢核ok,,屏東,六龜,六龜10,3,葫蘆谷,六龜10-03,218739,2553484,120.694866,23.082796,,2187392553484
檢核ok,,屏東,六龜,六龜10,4,葫蘆谷,六龜10-04,214243,2537069,120.651363,22.934468,,2142432537069
檢核ok,,屏東,六龜,六龜10,5,葫蘆谷,六龜10-05,214281,2536681,120.651742,22.930965,,2142812536681
檢核ok,,屏東,六龜,六龜10,6,葫蘆谷,六龜10-06,214349,2536247,120.652415,22.927047,,2143492536247
檢核ok,,屏東,六龜,六龜6,1,新開,六龜6-01,216217,2549528,120.670336,23.047021,,2162172549528
檢核ok,,屏東,六龜,六龜6,2,新開,六龜6-02,216455,2549580,120.672658,23.047496,,2164552549580
檢核ok,,屏東,六龜,六龜6,3,新開,六龜6-03,216617,2549745,120.674235,23.048989,,2166172549745
檢核ok,,屏東,六龜,六龜6,4,新開,六龜6-04,216710,2549978,120.675137,23.051095,,2167102549978
檢核ok,,屏東,六龜,六龜6,5,新開,六龜6-05,216815,2550202,120.676157,23.05312,,2168152550202
檢核ok,,屏東,六龜,六龜6,6,新開,六龜6-06,216891,2550451,120.676893,23.05537,,2168912550451
檢核ok,,屏東,六龜,六龜8,1,藤枝遊樂區,六龜8-01,225098,2551998,120.756959,23.069484,,2250982551998
檢核ok,,屏東,六龜,六龜8,2,藤枝遊樂區,六龜8-02,225115,2552245,120.757121,23.071715,,2251152552245
檢核ok,,屏東,六龜,六龜8,3,藤枝遊樂區,六龜8-03,225323,2552080,120.759153,23.070228,,2253232552080
檢核ok,,屏東,六龜,六龜8,4,藤枝遊樂區,六龜8-04,225367,2552320,120.759579,23.072396,,2253672552320
檢核ok,,屏東,六龜,六龜8,5,藤枝遊樂區,六龜8-05,225308,2552556,120.758999,23.074526,,2253082552556
檢核ok,,屏東,六龜,六龜8,6,藤枝遊樂區,六龜8-06,225551,2552648,120.76137,23.07536,,2255512552648
檢核ok,,屏東,六龜,六龜3,1,小關山管制站,六龜3-01,223845,2556352,120.744655,23.10878,,2238452556352
檢核ok,,屏東,六龜,六龜3,2,小關山管制站,六龜3-02,223886,2556142,120.745059,23.10689,,2238862556142
檢核ok,,屏東,六龜,六龜3,3,小關山管制站,六龜3-03,223727,2556000,120.743509,23.10560,,2237272556000
檢核ok,,屏東,六龜,六龜3,4,小關山管制站,六龜3-04,223518,2556037,120.741468,23.10593,,2235182556037
檢核ok,,屏東,六龜,六龜3,5,小關山管制站,六龜3-05,223307,2555960,120.73941,23.10524,,2233072555960
檢核ok,,屏東,六龜,六龜3,6,小關山管制站,六龜3-06,223330,2555701,120.739639,23.10290,,2233302555701
@,檢核ok，原本畫的B38-06的位置與樣點設置的位置有落差，建議設樣點的位置行成新的樣區。,屏東,六龜,六龜12,1,(另命他名),六龜12-01,224518,2557131,120.751213,23.11583,,2245182557131
@,檢核ok，原本畫的B38-06的範圍,屏東,六龜,六龜12,2,(另命他名),六龜12-02,224694,2557364,120.752927,23.11794,,2246942557364
@,檢核ok，原本畫的B38-06的範圍,屏東,六龜,六龜12,3,(另命他名),六龜12-03,224856,2557502,120.754507,23.11918,,2248562557502
@,檢核ok，原本畫的B38-06的範圍,屏東,六龜,六龜12,4,(另命他名),六龜12-04,224967,2557723,120.755587,23.12118,,2249672557723
@,檢核ok，原本畫的B38-06的範圍,屏東,六龜,六龜12,5,(另命他名),六龜12-05,225157,2557880,120.757439,23.12260,,2251572557880
@,建議直接移到樣點1以南200m處，因髮夾彎的原因導致距離樣點5、樣點4不足200m。,屏東,六龜,六龜12,6,(另命他名),六龜12-06,225054,2557865,120.756434,23.12247,,2250542557865
檢核ok,,屏東,旗山,A38-02,1,南勢坑,A38-02-01,209786,2543038,120.607751,22.98827,,2097862543038
檢核ok,,屏東,旗山,A38-02,2,南勢坑,A38-02-02,209819,2542847,120.608078,22.986546,,2098192542847
檢核ok,,屏東,旗山,A38-02,3,南勢坑,A38-02-03,209411,2543017,120.604094,22.988071,,2094112543017
檢核ok,,屏東,旗山,A38-02,4,南勢坑,A38-02-04,209231,2543396,120.602328,22.99149,,2092312543396
檢核ok,,屏東,旗山,A38-02,5,南勢坑,A38-02-05,209569,2543369,120.605626,22.991254,,2095692543369
檢核ok,,屏東,旗山,A38-02,6,南勢坑,A38-02-06,209853,2543353,120.608397,22.991116,,2098532543353
檢核ok,,屏東,旗山,A38-04,1,朱厝,A38-04-01,209786,2533038,120.608011,22.89796,,2097862533038
檢核ok,,屏東,旗山,A38-04,2,朱厝,A38-04-02,209569,2532966,120.605898,22.89731,,2095692532966
檢核ok,,屏東,旗山,A38-04,3,朱厝,A38-04-03,208434,2532632,120.594844,22.89427,,2084342532632
檢核ok,,屏東,旗山,A38-04,4,朱厝,A38-04-04,208697,2532845,120.597402,22.89620,,2086972532845
檢核ok,,屏東,旗山,A38-04,5,朱厝,A38-04-05,208632,2533084,120.596762,22.89835,,2086322533084
檢核ok,,屏東,旗山,A38-04,6,朱厝,A38-04-06,208918,2532895,120.599555,22.89665,,2089182532895
檢核ok,,屏東,旗山,旗山1,1,瑪雅,A38-10-01,220113,2571676,120.707921,23.247102,,2201132571676
檢核ok,,屏東,旗山,旗山1,2,瑪雅,A38-10-02,220338,2571721,120.710119,23.247513,,2203382571721
檢核ok,,屏東,旗山,旗山1,3,瑪雅,A38-10-03,220562,2571657,120.712309,23.246939,,2205622571657
檢核ok,,屏東,旗山,旗山1,4,瑪雅,A38-10-04,220514,2571455,120.711844,23.245114,,2205142571455
檢核ok,,屏東,旗山,旗山1,5,瑪雅,A38-10-05,220392,2571984,120.710642,23.249889,,2203922571984
檢核ok,,屏東,旗山,旗山1,6,瑪雅,A38-10-06,221013,2571936,120.716711,23.249466,,2210132571936
檢核ok,,屏東,旗山,旗山2,1,31林班,A38-11-01,209656,2552079,120.606246,23.069912,,2096562552079
檢核ok,,屏東,旗山,旗山2,2,31林班,A38-12-02,209852,2552194,120.608156,23.070955,,2098522552194
檢核ok,,屏東,旗山,旗山2,3,31林班,A38-13-03,210009,2552283,120.609686,23.071762,,2100092552283
檢核ok,,屏東,旗山,旗山2,4,31林班,A38-14-04,210206,2552193,120.611611,23.070954,,2102062552193
檢核ok,,屏東,旗山,旗山2,5,31林班,A38-15-05,210057,2552036,120.610161,23.069533,,2100572552036
檢核ok,,屏東,旗山,旗山2,6,31林班,A38-15-06,210023,2552570,120.609815,23.074354,,2100232552570
檢核ok,,屏東,旗山,旗山3,1,34林班,A38-9-01,207139,2549486,120.581753,23.046433,,2071392549486
檢核ok,,屏東,旗山,旗山3,2,34林班,A38-9-02,206983,2549613,120.580228,23.047575,,2069832549613
檢核ok,,屏東,旗山,旗山3,3,34林班,A38-9-03,207148,2549753,120.581834,23.048844,,2071482549753
檢核ok,,屏東,旗山,旗山3,4,34林班,A38-9-04,207019,2549995,120.580568,23.051026,,2070192549995
檢核ok,,屏東,旗山,旗山3,5,34林班,A38-9-05,207228,2549961,120.582609,23.050724,,2072282549961
檢核ok,,屏東,旗山,旗山3,6,34林班,A38-9-06,207393,2550083,120.584215,23.05183,,2073932550083
檢核ok,,屏東,旗山,旗山4,1,"47,49林班",A38-7-01,209114,2538964,120.601305,22.951463,,2091142538964
檢核ok,,屏東,旗山,旗山4,2,"47,49林班",A38-7-02,208990,2539299,120.600087,22.954485,,2089902539299
檢核ok,,屏東,旗山,旗山4,3,"47,49林班",A38-7-03,209201,2538709,120.60216,22.949163,,2092012538709
檢核ok,,屏東,旗山,旗山4,4,"47,49林班",A38-7-04,209158,2539162,120.601728,22.953252,,2091582539162
檢核ok,,屏東,旗山,旗山4,5,"47,49林班",A38-7-05,209390,2539381,120.603985,22.955236,,2093902539381
檢核ok,,屏東,旗山,旗山4,6,"47,49林班",A38-7-06,208806,2539162,120.598296,22.953244,,2088062539162
檢核ok,,屏東,旗山,旗山5,1,鹿埔北,A38-6-01,189516,2531682,120.38125,22.884998,,1895162531682
檢核ok,,屏東,旗山,旗山5,2,鹿埔北,A38-14-02,189745,2531608,120.412723,22.884449,,1897452531608
檢核ok,,屏東,旗山,旗山5,3,鹿埔北,A38-14-03,189502,2531480,120.410359,22.883284,,1895022531480
檢核ok,,屏東,旗山,旗山5,4,鹿埔北,A38-14-04,189602,2531924,120.411317,22.887297,,1896022531924
檢核ok,,屏東,旗山,旗山5,5,鹿埔北,A38-14-05,189514,2532154,120.41045,22.889371,,1895142532154
檢核ok,,屏東,旗山,旗山5,6,鹿埔北,A38-14-06,189657,2532323,120.411837,22.890903,,1896572532323
檢核ok,,屏東,旗山,旗山6,1,旗尾,A38-8-01,197806,2531465,120.491292,22.883428,,1978062531465
檢核ok,,屏東,旗山,旗山6,2,旗尾,A38-8-02,197879,2532187,120.491979,22.889951,,1978792532187
檢核ok,,屏東,旗山,旗山6,3,旗尾,A38-8-03,197936,2533178,120.492501,22.898902,,1979362533178
檢核ok,,屏東,旗山,旗山6,4,旗尾,A38-8-04,197990,2533409,120.49302,22.900989,,1979902533409
檢核ok,,屏東,旗山,旗山6,5,旗尾,A38-8-05,198195,2533407,120.495018,22.900978,,1981952533407
檢核ok,,屏東,旗山,旗山6,6,旗尾,A38-8-06,198394,2533531,120.496954,22.902104,,1983942533531
檢核ok,,屏東,旗山,旗山7,1,"3,4林班",A38-12-01,206663,2552702,120.577018,23.075462,,2066632552702
檢核ok,,屏東,旗山,旗山7,2,"3,4林班",A38-12-02,206557,2552961,120.575976,23.077798,,2065572552961
